sequence,batch_code,batch_no,sheet_code,sheet_no,sheet_position,sheet_slot,character_id,filename_png,name,epithet,role,role_display,anime_type,anime_type_display,visible_genre_1,visible_genre_1_display,visible_genre_2,visible_genre_2_display,hidden_genre,hidden_genre_display,overt_hook,hidden_background_hint,coverage_edges_this_member,concept_brief
399,B04,4,S40,40,R2C4,9,g30_villain_shonen_009,g30_villain_shonen_009.png,Jae Darzi,The Beast Underworld Terror Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,horror,Horror,A resolute villain concept that overtly sells Monster Taming x Crime.,"medical curtains, abandoned halls, claw shadows, eerie green light",crime+horror | crime+monster_taming | horror+monster_taming,"A dangerous antagonist with a forceful silhouette and clear threat language. Heroic dread creature character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: medical curtains, abandoned halls, claw shadows, eerie green light. Color accent idea: indigo and brass. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
400,B04,4,S40,40,R2C5,10,g30_villain_shonen_010,g30_villain_shonen_010.png,Jin Darzi,The Titan Abyss Terror Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,horror,Horror,A kinetic villain concept that overtly sells Kaiju x Cosmic Horror.,"medical curtains, abandoned halls, claw shadows, eerie green light",cosmic_horror+horror | cosmic_horror+kaiju | horror+kaiju,"A dangerous antagonist with a forceful silhouette and clear threat language. Hot-blooded demon character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: medical curtains, abandoned halls, claw shadows, eerie green light. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
401,B05,5,S41,41,R1C1,1,g30_villain_shonen_011,g30_villain_shonen_011.png,Kael Darzi,The Beast Underworld Heart Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,romance,Romance,A battle-ready villain concept that overtly sells Monster Taming x Crime.,"petals, soft lights, letters, balcony rails, heart motifs",crime+monster_taming | crime+romance | monster_taming+romance,"A dangerous antagonist with a forceful silhouette and clear threat language. Resolute djiin-twisted figure character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: petals, soft lights, letters, balcony rails, heart motifs. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
402,B05,5,S41,41,R1C2,2,g30_villain_shonen_012,g30_villain_shonen_012.png,Kira Darzi,The Titan Abyss Heart Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,romance,Romance,A driven villain concept that overtly sells Kaiju x Cosmic Horror.,"petals, soft lights, letters, balcony rails, heart motifs",cosmic_horror+kaiju | cosmic_horror+romance | kaiju+romance,"A dangerous antagonist with a forceful silhouette and clear threat language. Kinetic monstrous humanoid character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: petals, soft lights, letters, balcony rails, heart motifs. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
403,B05,5,S41,41,R1C3,3,g30_villain_shonen_013,g30_villain_shonen_013.png,Leila Darzi,The Beast Underworld Arena Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,sports,Sports,A fearless villain concept that overtly sells Monster Taming x Crime.,"stadium floodlights, lane markings, scoreboards, locker-room cues",crime+monster_taming | crime+sports | monster_taming+sports,"A dangerous antagonist with a forceful silhouette and clear threat language. Battle-ready human character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: stadium floodlights, lane markings, scoreboards, locker-room cues. Color accent idea: navy and amber. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
404,B05,5,S41,41,R1C4,4,g30_villain_shonen_014,g30_villain_shonen_014.png,Lina Darzi,The Titan Abyss Arena Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,sports,Sports,A scrappy villain concept that overtly sells Kaiju x Cosmic Horror.,"stadium floodlights, lane markings, scoreboards, locker-room cues",cosmic_horror+kaiju | cosmic_horror+sports | kaiju+sports,"A dangerous antagonist with a forceful silhouette and clear threat language. Driven dread creature character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: stadium floodlights, lane markings, scoreboards, locker-room cues. Color accent idea: obsidian and red. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
405,B05,5,S41,41,R1C5,5,g30_villain_shonen_015,g30_villain_shonen_015.png,Lucan Darzi,The Beast Underworld Neon Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,cyber,Cyber,A heroic villain concept that overtly sells Monster Taming x Crime.,"neon grids, holograms, circuit traces, city rain reflections",crime+cyber | crime+monster_taming | cyber+monster_taming,"A dangerous antagonist with a forceful silhouette and clear threat language. Fearless demon character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: neon grids, holograms, circuit traces, city rain reflections. Color accent idea: indigo and brass. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
406,B05,5,S41,41,R2C1,6,g30_villain_shonen_016,g30_villain_shonen_016.png,Mara Darzi,The Titan Abyss Neon Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,cyber,Cyber,A hot-blooded villain concept that overtly sells Kaiju x Cosmic Horror.,"neon grids, holograms, circuit traces, city rain reflections",cosmic_horror+cyber | cosmic_horror+kaiju | cyber+kaiju,"A dangerous antagonist with a forceful silhouette and clear threat language. Scrappy djiin-twisted figure character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: neon grids, holograms, circuit traces, city rain reflections. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
407,B05,5,S41,41,R2C2,7,g30_villain_shonen_017,g30_villain_shonen_017.png,Mika Darzi,The Beast Underworld Realm Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,fantasy,Fantasy,A resolute villain concept that overtly sells Monster Taming x Crime.,"runes, relics, banners, ancient stonework, enchanted forests",crime+fantasy | crime+monster_taming | fantasy+monster_taming,"A dangerous antagonist with a forceful silhouette and clear threat language. Heroic monstrous humanoid character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: runes, relics, banners, ancient stonework, enchanted forests. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
408,B05,5,S41,41,R2C3,8,g30_villain_shonen_018,g30_villain_shonen_018.png,Mina Darzi,The Titan Abyss Realm Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,fantasy,Fantasy,A kinetic villain concept that overtly sells Kaiju x Cosmic Horror.,"runes, relics, banners, ancient stonework, enchanted forests",cosmic_horror+fantasy | cosmic_horror+kaiju | fantasy+kaiju,"A dangerous antagonist with a forceful silhouette and clear threat language. Hot-blooded human character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: runes, relics, banners, ancient stonework, enchanted forests. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
409,B05,5,S41,41,R2C4,9,g30_villain_shonen_019,g30_villain_shonen_019.png,Nadia Darzi,The Beast Underworld Stage Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,idol,Idol,A battle-ready villain concept that overtly sells Monster Taming x Crime.,"stage lights, star confetti, speaker stacks, glowsticks",crime+idol | crime+monster_taming | idol+monster_taming,"A dangerous antagonist with a forceful silhouette and clear threat language. Resolute dread creature character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: stage lights, star confetti, speaker stacks, glowsticks. Color accent idea: navy and amber. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
410,B05,5,S41,41,R2C5,10,g30_villain_shonen_020,g30_villain_shonen_020.png,Nao Darzi,The Titan Abyss Stage Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,idol,Idol,A driven villain concept that overtly sells Kaiju x Cosmic Horror.,"stage lights, star confetti, speaker stacks, glowsticks",cosmic_horror+idol | cosmic_horror+kaiju | idol+kaiju,"A dangerous antagonist with a forceful silhouette and clear threat language. Kinetic demon character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: stage lights, star confetti, speaker stacks, glowsticks. Color accent idea: obsidian and red. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
411,B05,5,S42,42,R1C1,1,g30_villain_shonen_021,g30_villain_shonen_021.png,Niko Darzi,The Beast Underworld Cipher Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,mystery,Mystery,A fearless villain concept that overtly sells Monster Taming x Crime.,"case boards, magnifying glass reflections, foggy windows, clues",crime+monster_taming | crime+mystery | monster_taming+mystery,"A dangerous antagonist with a forceful silhouette and clear threat language. Battle-ready djiin-twisted figure character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: case boards, magnifying glass reflections, foggy windows, clues. Color accent idea: indigo and brass. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
412,B05,5,S42,42,R1C2,2,g30_villain_shonen_022,g30_villain_shonen_022.png,Noor Darzi,The Titan Abyss Cipher Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,mystery,Mystery,A scrappy villain concept that overtly sells Kaiju x Cosmic Horror.,"case boards, magnifying glass reflections, foggy windows, clues",cosmic_horror+kaiju | cosmic_horror+mystery | kaiju+mystery,"A dangerous antagonist with a forceful silhouette and clear threat language. Driven monstrous humanoid character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: case boards, magnifying glass reflections, foggy windows, clues. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
413,B05,5,S42,42,R1C3,3,g30_villain_shonen_023,g30_villain_shonen_023.png,Rhea Darzi,The Beast Underworld Mirth Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,comedy,Comedy,A heroic villain concept that overtly sells Monster Taming x Crime.,"playful props, bright signage, exaggerated set pieces",comedy+crime | comedy+monster_taming | crime+monster_taming,"A dangerous antagonist with a forceful silhouette and clear threat language. Fearless human character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: playful props, bright signage, exaggerated set pieces. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
414,B05,5,S42,42,R1C4,4,g30_villain_shonen_024,g30_villain_shonen_024.png,Ren Darzi,The Titan Abyss Mirth Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,comedy,Comedy,A hot-blooded villain concept that overtly sells Kaiju x Cosmic Horror.,"playful props, bright signage, exaggerated set pieces",comedy+cosmic_horror | comedy+kaiju | cosmic_horror+kaiju,"A dangerous antagonist with a forceful silhouette and clear threat language. Scrappy dread creature character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: playful props, bright signage, exaggerated set pieces. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
415,B05,5,S42,42,R1C5,5,g30_villain_shonen_025,g30_villain_shonen_025.png,Rin Darzi,The Beast Underworld Kitchen Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,cooking,Cooking,A resolute villain concept that overtly sells Monster Taming x Crime.,"steam, hanging pans, chopping blocks, spice stalls",cooking+crime | cooking+monster_taming | crime+monster_taming,"A dangerous antagonist with a forceful silhouette and clear threat language. Heroic demon character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: steam, hanging pans, chopping blocks, spice stalls. Color accent idea: navy and amber. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
416,B05,5,S42,42,R2C1,6,g30_villain_shonen_026,g30_villain_shonen_026.png,Samira Darzi,The Titan Abyss Kitchen Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,cooking,Cooking,A kinetic villain concept that overtly sells Kaiju x Cosmic Horror.,"steam, hanging pans, chopping blocks, spice stalls",cooking+cosmic_horror | cooking+kaiju | cosmic_horror+kaiju,"A dangerous antagonist with a forceful silhouette and clear threat language. Hot-blooded djiin-twisted figure character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: steam, hanging pans, chopping blocks, spice stalls. Color accent idea: obsidian and red. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
417,B05,5,S42,42,R2C2,7,g30_villain_shonen_027,g30_villain_shonen_027.png,Sana Darzi,The Beast Underworld Command Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,military,Military,A battle-ready villain concept that overtly sells Monster Taming x Crime.,"sandbags, tactical screens, emblems, armored vehicles",crime+military | crime+monster_taming | military+monster_taming,"A dangerous antagonist with a forceful silhouette and clear threat language. Resolute monstrous humanoid character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: sandbags, tactical screens, emblems, armored vehicles. Color accent idea: indigo and brass. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
418,B05,5,S42,42,R2C3,8,g30_villain_shonen_028,g30_villain_shonen_028.png,Sora Darzi,The Titan Abyss Command Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,military,Military,A driven villain concept that overtly sells Kaiju x Cosmic Horror.,"sandbags, tactical screens, emblems, armored vehicles",cosmic_horror+kaiju | cosmic_horror+military | kaiju+military,"A dangerous antagonist with a forceful silhouette and clear threat language. Kinetic human character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: sandbags, tactical screens, emblems, armored vehicles. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
419,B05,5,S42,42,R2C4,9,g30_villain_shonen_029,g30_villain_shonen_029.png,Tala Darzi,The Beast Underworld Spirit Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,supernatural,Supernatural,A fearless villain concept that overtly sells Monster Taming x Crime.,"spirit wisps, shrine gates, sigils, moonlit talismans",crime+monster_taming | crime+supernatural | monster_taming+supernatural,"A dangerous antagonist with a forceful silhouette and clear threat language. Battle-ready dread creature character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: spirit wisps, shrine gates, sigils, moonlit talismans. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
420,B05,5,S42,42,R2C5,10,g30_villain_shonen_030,g30_villain_shonen_030.png,Yara Darzi,The Titan Abyss Spirit Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,supernatural,Supernatural,A scrappy villain concept that overtly sells Kaiju x Cosmic Horror.,"spirit wisps, shrine gates, sigils, moonlit talismans",cosmic_horror+kaiju | cosmic_horror+supernatural | kaiju+supernatural,"A dangerous antagonist with a forceful silhouette and clear threat language. Driven demon character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: spirit wisps, shrine gates, sigils, moonlit talismans. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
421,B05,5,S43,43,R1C1,1,g30_villain_shonen_031,g30_villain_shonen_031.png,Aiko Diallo,The Beast Underworld Void Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,space,Space,A heroic villain concept that overtly sells Monster Taming x Crime.,"starfields, cockpit glass, planets, docking ports",crime+monster_taming | crime+space | monster_taming+space,"A dangerous antagonist with a forceful silhouette and clear threat language. Fearless djiin-twisted figure character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: starfields, cockpit glass, planets, docking ports. Color accent idea: navy and amber. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
422,B05,5,S43,43,R1C2,2,g30_villain_shonen_032,g30_villain_shonen_032.png,Amara Diallo,The Titan Abyss Void Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,space,Space,A hot-blooded villain concept that overtly sells Kaiju x Cosmic Horror.,"starfields, cockpit glass, planets, docking ports",cosmic_horror+kaiju | cosmic_horror+space | kaiju+space,"A dangerous antagonist with a forceful silhouette and clear threat language. Scrappy monstrous humanoid character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: starfields, cockpit glass, planets, docking ports. Color accent idea: obsidian and red. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
423,B05,5,S43,43,R1C3,3,g30_villain_shonen_033,g30_villain_shonen_033.png,Ansel Diallo,The Beast Underworld Charm Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,magical,Magical,A resolute villain concept that overtly sells Monster Taming x Crime.,"sparkles, transformation glyphs, ribbon trails, pastel magic",crime+magical | crime+monster_taming | magical+monster_taming,"A dangerous antagonist with a forceful silhouette and clear threat language. Heroic human character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: sparkles, transformation glyphs, ribbon trails, pastel magic. Color accent idea: indigo and brass. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
424,B05,5,S43,43,R1C4,4,g30_villain_shonen_034,g30_villain_shonen_034.png,Arden Diallo,The Titan Abyss Charm Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,magical,Magical,A kinetic villain concept that overtly sells Kaiju x Cosmic Horror.,"sparkles, transformation glyphs, ribbon trails, pastel magic",cosmic_horror+kaiju | cosmic_horror+magical | kaiju+magical,"A dangerous antagonist with a forceful silhouette and clear threat language. Hot-blooded dread creature character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: sparkles, transformation glyphs, ribbon trails, pastel magic. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
425,B05,5,S43,43,R1C5,5,g30_villain_shonen_035,g30_villain_shonen_035.png,Ari Diallo,The Beast Underworld Wild Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,survival,Survival,A battle-ready villain concept that overtly sells Monster Taming x Crime.,"camp gear, rough maps, ropes, storm clouds, scavenged supplies",crime+monster_taming | crime+survival | monster_taming+survival,"A dangerous antagonist with a forceful silhouette and clear threat language. Resolute demon character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: camp gear, rough maps, ropes, storm clouds, scavenged supplies. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
426,B05,5,S43,43,R2C1,6,g30_villain_shonen_036,g30_villain_shonen_036.png,Asa Diallo,The Titan Abyss Wild Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,survival,Survival,A driven villain concept that overtly sells Kaiju x Cosmic Horror.,"camp gear, rough maps, ropes, storm clouds, scavenged supplies",cosmic_horror+kaiju | cosmic_horror+survival | kaiju+survival,"A dangerous antagonist with a forceful silhouette and clear threat language. Kinetic djiin-twisted figure character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: camp gear, rough maps, ropes, storm clouds, scavenged supplies. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
427,B05,5,S43,43,R2C2,7,g30_villain_shonen_037,g30_villain_shonen_037.png,Asha Diallo,The Beast Underworld Corsair Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,pirate,Pirate,A fearless villain concept that overtly sells Monster Taming x Crime.,"rigging, maps, cannon smoke, treasure, ocean spray",crime+monster_taming | crime+pirate | monster_taming+pirate,"A dangerous antagonist with a forceful silhouette and clear threat language. Battle-ready monstrous humanoid character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: rigging, maps, cannon smoke, treasure, ocean spray. Color accent idea: navy and amber. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
428,B05,5,S43,43,R2C3,8,g30_villain_shonen_038,g30_villain_shonen_038.png,Cass Diallo,The Titan Abyss Corsair Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,pirate,Pirate,A scrappy villain concept that overtly sells Kaiju x Cosmic Horror.,"rigging, maps, cannon smoke, treasure, ocean spray",cosmic_horror+kaiju | cosmic_horror+pirate | kaiju+pirate,"A dangerous antagonist with a forceful silhouette and clear threat language. Driven human character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: rigging, maps, cannon smoke, treasure, ocean spray. Color accent idea: obsidian and red. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
429,B05,5,S43,43,R2C4,9,g30_villain_shonen_039,g30_villain_shonen_039.png,Cassia Diallo,The Beast Underworld Fist Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,martial,Martial Arts,A heroic villain concept that overtly sells Monster Taming x Crime.,"dojo banners, shattered tiles, temple gates, training gear",crime+martial | crime+monster_taming | martial+monster_taming,"A dangerous antagonist with a forceful silhouette and clear threat language. Fearless dread creature character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: dojo banners, shattered tiles, temple gates, training gear. Color accent idea: indigo and brass. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
430,B05,5,S43,43,R2C5,10,g30_villain_shonen_040,g30_villain_shonen_040.png,Dara Diallo,The Titan Abyss Fist Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,martial,Martial Arts,A hot-blooded villain concept that overtly sells Kaiju x Cosmic Horror.,"dojo banners, shattered tiles, temple gates, training gear",cosmic_horror+kaiju | cosmic_horror+martial | kaiju+martial,"A dangerous antagonist with a forceful silhouette and clear threat language. Scrappy demon character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: dojo banners, shattered tiles, temple gates, training gear. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
431,B05,5,S44,44,R1C1,1,g30_villain_shonen_041,g30_villain_shonen_041.png,Eira Diallo,The Beast Underworld Myth Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,mythology,Mythology,A resolute villain concept that overtly sells Monster Taming x Crime.,"divine statues, laurel, sacred fire, heroic reliefs",crime+monster_taming | crime+mythology | monster_taming+mythology,"A dangerous antagonist with a forceful silhouette and clear threat language. Heroic djiin-twisted figure character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: divine statues, laurel, sacred fire, heroic reliefs. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
432,B05,5,S44,44,R1C2,2,g30_villain_shonen_042,g30_villain_shonen_042.png,Elian Diallo,The Titan Abyss Myth Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,mythology,Mythology,A kinetic villain concept that overtly sells Kaiju x Cosmic Horror.,"divine statues, laurel, sacred fire, heroic reliefs",cosmic_horror+kaiju | cosmic_horror+mythology | kaiju+mythology,"A dangerous antagonist with a forceful silhouette and clear threat language. Hot-blooded monstrous humanoid character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: divine statues, laurel, sacred fire, heroic reliefs. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
433,B05,5,S44,44,R1C3,3,g30_villain_shonen_043,g30_villain_shonen_043.png,Emi Diallo,The Beast Underworld North Nemesis,villain,Villain,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,nordic,Nordic,A battle-ready villain concept that overtly sells Monster Taming x Crime.,"snow, carved wood, longship details, aurora, fur banners",crime+monster_taming | crime+nordic | monster_taming+nordic,"A dangerous antagonist with a forceful silhouette and clear threat language. Resolute human character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: snow, carved wood, longship details, aurora, fur banners. Color accent idea: navy and amber. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
434,B05,5,S44,44,R1C4,4,g30_villain_shonen_044,g30_villain_shonen_044.png,Farah Diallo,The Titan Abyss North Nemesis,villain,Villain,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,nordic,Nordic,A driven villain concept that overtly sells Kaiju x Cosmic Horror.,"snow, carved wood, longship details, aurora, fur banners",cosmic_horror+kaiju | cosmic_horror+nordic | kaiju+nordic,"A dangerous antagonist with a forceful silhouette and clear threat language. Kinetic dread creature character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: snow, carved wood, longship details, aurora, fur banners. Color accent idea: obsidian and red. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
