id,name,epithet,role,roleLabel,type,visibleAff,hiddenAff,pairEdges,existingGapsSupplied,firstAssignedGaps,archetype,personality,gender,species,ageBand,culturalBasis,visualConcept,costumeNotes,poseAction,backgroundConcept,portraitPrompt,spoilerConstraints,img,status,productionAdaptation
cv3_lead_011,Akio Arata,Rice Before Honour,protag,Lead,shonen,"[""samurai"", ""cooking""]",mythology,"[""cooking|mythology"", ""cooking|samurai"", ""mythology|samurai""]","[""cooking|mythology"", ""cooking|samurai"", ""mythology|samurai""]","[""cooking|mythology"", ""cooking|samurai"", ""mythology|samurai""]",ronin questioning a sworn duty caught in a cooking conflict,Turns every failure into a new rehearsal. Chooses responsibility over the easy victory.,male,human,40–49,"Japanese fictional setting; costume follows the visible genre setting, not a claim of historical authenticity","male adult with close-cropped dark hair with a shaved part, light warm skin; ronin questioning a sworn duty caught in a cooking conflict",muted ochre haori over indigo hakama with a plain clan clasp; a restrained secondary cue from rolled sleeves and a burgundy cross-back apron,"turning sharply as fabric trails behind, a sheathed katana with visible hilt",a feudal gatehouse with a windswept stone approach; secondary environment cue: a tiled open kitchen beside a market,"One standalone square premium anime game portrait. Subject: male adult with close-cropped dark hair with a shaved part, light warm skin; ronin questioning a sworn duty caught in a cooking conflict. Costume: muted ochre haori over indigo hakama with a plain clan clasp; a restrained secondary cue from rolled sleeves and a burgundy cross-back apron. Action: turning sharply as fabric trails behind, a sheathed katana with visible hilt. Setting: a feudal gatehouse with a windswept stone approach; secondary environment cue: a tiled open kitchen beside a market. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts samurai and cooking. Show a sheathed or carefully controlled sword, haori/hakama or retainer cue appropriate to the subject; no generic ninja substitution. No robots, mechs, powered armour or cockpit. No ninja costume or covert-clan insignia.","Hidden affinity mythology is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_lead_011.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_lead_012,Hotaru Arata,A Table for Two,protag,Lead,shonen,"[""romance"", ""cooking""]",nordic,"[""cooking|nordic"", ""cooking|romance"", ""nordic|romance""]","[""cooking|nordic"", ""cooking|romance"", ""nordic|romance""]","[""cooking|nordic"", ""cooking|romance"", ""nordic|romance""]",guarded heart learning reciprocity caught in a cooking conflict,Needs solitude after appearing fearless. Chooses responsibility over the easy victory.,female,human,20–29,"Japanese fictional setting; costume follows the visible genre setting, not a claim of historical authenticity","female adult with long black braid, olive skin; guarded heart learning reciprocity caught in a cooking conflict",rose-lined everyday jacket and a carefully mended scarf; a restrained secondary cue from rolled sleeves and a burgundy cross-back apron,"kneeling to inspect an important detail, a small unopened gift without lettering",a station garden in late afternoon; secondary environment cue: a tiled open kitchen beside a market,"One standalone square premium anime game portrait. Subject: female adult with long black braid, olive skin; guarded heart learning reciprocity caught in a cooking conflict. Costume: rose-lined everyday jacket and a carefully mended scarf; a restrained secondary cue from rolled sleeves and a burgundy cross-back apron. Action: kneeling to inspect an important detail, a small unopened gift without lettering. Setting: a station garden in late afternoon; secondary environment cue: a tiled open kitchen beside a market. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts romance and cooking. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity nordic is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_lead_012.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_lead_013,Keisuke Mizuno,The Circuitbound Promise,protag,Lead,shonen,"[""cyber"", ""fantasy""]",sports,"[""cyber|fantasy"", ""cyber|sports"", ""fantasy|sports""]","[""cyber|fantasy"", ""cyber|sports"", ""fantasy|sports""]","[""cyber|fantasy"", ""cyber|sports"", ""fantasy|sports""]",network whistleblower caught in a fantasy conflict,Shares food before sharing a secret. Chooses responsibility over the easy victory.,male,human,20–29,"Japanese fictional setting; costume follows the visible genre setting, not a claim of historical authenticity","male adult with silver-streaked swept-back hair, warm brown skin; network whistleblower caught in a fantasy conflict",graphite utility coat with restrained teal seams; a restrained secondary cue from layered forest-green travelling clothes and weathered leather,"bracing against a gust with steady eye contact, a handheld diagnostic slate",a rainlit cable-lined transit arcade; secondary environment cue: a terraced stone city beneath high aqueducts,"One standalone square premium anime game portrait. Subject: male adult with silver-streaked swept-back hair, warm brown skin; network whistleblower caught in a fantasy conflict. Costume: graphite utility coat with restrained teal seams; a restrained secondary cue from layered forest-green travelling clothes and weathered leather. Action: bracing against a gust with steady eye contact, a handheld diagnostic slate. Setting: a rainlit cable-lined transit arcade; secondary environment cue: a terraced stone city beneath high aqueducts. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts cyber and fantasy. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity sports is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_lead_013.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_lead_014,Izumi Mizuno,Shelter Beyond Worlds,protag,Lead,shonen,"[""isekai"", ""survival""]",cyber,"[""cyber|isekai"", ""cyber|survival"", ""isekai|survival""]","[""cyber|isekai"", ""cyber|survival"", ""isekai|survival""]","[""cyber|isekai"", ""cyber|survival"", ""isekai|survival""]",outsider rewriting the quest caught in a survival conflict,Notices the missing chair before the guest arrives. Chooses responsibility over the easy victory.,female,human,30–39,"Japanese fictional setting; costume follows the visible genre setting, not a claim of historical authenticity","female adult with dark auburn wavy shoulder-length hair, deep brown skin; outsider rewriting the quest caught in a survival conflict",modern travel layer over locally repaired woven clothing; a restrained secondary cue from sand-coloured weather shell with a compact rescue pack,"leaning over a low rail while extending the main prop, an ordinary satchel beside an unfamiliar gate token",a foreign city gate with a quiet portal far behind; secondary environment cue: a broken mountain footbridge under clearing storm light,"One standalone square premium anime game portrait. Subject: female adult with dark auburn wavy shoulder-length hair, deep brown skin; outsider rewriting the quest caught in a survival conflict. Costume: modern travel layer over locally repaired woven clothing; a restrained secondary cue from sand-coloured weather shell with a compact rescue pack. Action: leaning over a low rail while extending the main prop, an ordinary satchel beside an unfamiliar gate token. Setting: a foreign city gate with a quiet portal far behind; secondary environment cue: a broken mountain footbridge under clearing storm light. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts isekai and survival. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity cyber is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_lead_014.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_lead_015,Makoto Sakuma,Blade Through Static,protag,Lead,shonen,"[""samurai"", ""cyber""]",pirate,"[""cyber|pirate"", ""cyber|samurai"", ""pirate|samurai""]","[""cyber|pirate"", ""cyber|samurai"", ""pirate|samurai""]","[""cyber|pirate"", ""cyber|samurai"", ""pirate|samurai""]",ronin questioning a sworn duty caught in a cyber conflict,Always prepares a way back. Chooses responsibility over the easy victory.,male,human,40–49,"Japanese fictional setting; costume follows the visible genre setting, not a claim of historical authenticity","male adult with curly dark hair, light warm skin; ronin questioning a sworn duty caught in a cyber conflict",muted ochre haori over indigo hakama with a plain clan clasp; a restrained secondary cue from graphite utility coat with restrained teal seams,"moving laterally across the scene in a controlled stride, a sheathed katana with visible hilt",a feudal gatehouse with a windswept stone approach; secondary environment cue: a rainlit cable-lined transit arcade,"One standalone square premium anime game portrait. Subject: male adult with curly dark hair, light warm skin; ronin questioning a sworn duty caught in a cyber conflict. Costume: muted ochre haori over indigo hakama with a plain clan clasp; a restrained secondary cue from graphite utility coat with restrained teal seams. Action: moving laterally across the scene in a controlled stride, a sheathed katana with visible hilt. Setting: a feudal gatehouse with a windswept stone approach; secondary environment cue: a rainlit cable-lined transit arcade. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts samurai and cyber. Show a sheathed or carefully controlled sword, haori/hakama or retainer cue appropriate to the subject; no generic ninja substitution. No robots, mechs, powered armour or cockpit. No ninja costume or covert-clan insignia.","Hidden affinity pirate is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_lead_015.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_lead_016,Junko Sakuma,The Untraceable Signal,protag,Lead,shonen,"[""shinobi"", ""cyber""]",space,"[""cyber|shinobi"", ""cyber|space"", ""shinobi|space""]","[""cyber|shinobi"", ""cyber|space"", ""shinobi|space""]","[""cyber|shinobi"", ""cyber|space"", ""shinobi|space""]",covert operative refusing a disposable mission caught in a cyber conflict,Counts steps to settle a racing mind. Chooses responsibility over the easy victory.,female,human,20–29,"Japanese fictional setting; costume follows the visible genre setting, not a claim of historical authenticity","female adult with short asymmetric brown cut, olive skin; covert operative refusing a disposable mission caught in a cyber conflict","smoke-blue fitted field layers, cloth wraps and a compact tool pouch; a restrained secondary cue from graphite utility coat with restrained teal seams","standing calmly while the environment moves around them, a climbing cord and compact grappling hook",a tiled roof above a guarded archive at dusk; secondary environment cue: a rainlit cable-lined transit arcade,"One standalone square premium anime game portrait. Subject: female adult with short asymmetric brown cut, olive skin; covert operative refusing a disposable mission caught in a cyber conflict. Costume: smoke-blue fitted field layers, cloth wraps and a compact tool pouch; a restrained secondary cue from graphite utility coat with restrained teal seams. Action: standing calmly while the environment moves around them, a climbing cord and compact grappling hook. Setting: a tiled roof above a guarded archive at dusk; secondary environment cue: a rainlit cable-lined transit arcade. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts shinobi and cyber. Show covert positioning, a cord/tool pouch or stealth route; no branded headband or franchise symbols. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume.","Hidden affinity space is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_lead_016.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_lead_017,Ritsu Ueda,Song Beyond Death,protag,Lead,shonen,"[""idol"", ""supernatural""]",fantasy,"[""fantasy|idol"", ""fantasy|supernatural"", ""idol|supernatural""]","[""fantasy|idol"", ""fantasy|supernatural"", ""idol|supernatural""]","[""fantasy|supernatural"", ""idol|supernatural""]",performer reclaiming the stage caught in a supernatural conflict,Trusts actions more than titles. Chooses responsibility over the easy victory.,male,human,20–29,"Japanese fictional setting; costume follows the visible genre setting, not a claim of historical authenticity","male adult with short tousled black hair, warm brown skin; performer reclaiming the stage caught in a supernatural conflict",ink-blue stage jacket with silver geometric piping; a restrained secondary cue from deep-violet everyday layers with pale cord fastenings,"pivoting into the light with a determined sideways glance, a wireless microphone",a rehearsal stage with blurred amber footlights; secondary environment cue: an old city lane with subtle impossible reflections,"One standalone square premium anime game portrait. Subject: male adult with short tousled black hair, warm brown skin; performer reclaiming the stage caught in a supernatural conflict. Costume: ink-blue stage jacket with silver geometric piping; a restrained secondary cue from deep-violet everyday layers with pale cord fastenings. Action: pivoting into the light with a determined sideways glance, a wireless microphone. Setting: a rehearsal stage with blurred amber footlights; secondary environment cue: an old city lane with subtle impossible reflections. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts idol and supernatural. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity fantasy is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_lead_017.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_lead_018,Koharu Ueda,The Everyday Enchantment,protag,Lead,shonen,"[""slice"", ""fantasy""]",magical,"[""fantasy|magical"", ""fantasy|slice"", ""magical|slice""]","[""fantasy|magical"", ""fantasy|slice"", ""magical|slice""]","[""fantasy|magical"", ""fantasy|slice"", ""magical|slice""]",neighbour holding a community together caught in a fantasy conflict,Makes room for a rival to change. Chooses responsibility over the easy victory.,female,human,30–39,"Japanese fictional setting; costume follows the visible genre setting, not a claim of historical authenticity","female adult with chestnut bob with a side clip, deep brown skin; neighbour holding a community together caught in a fantasy conflict","moss cardigan, canvas trousers and comfortable shoes; a restrained secondary cue from layered forest-green travelling clothes and weathered leather","taking one measured step toward the viewer, a ceramic mug and a small notebook without writing",a sunlit neighbourhood courtyard; secondary environment cue: a terraced stone city beneath high aqueducts,"One standalone square premium anime game portrait. Subject: female adult with chestnut bob with a side clip, deep brown skin; neighbour holding a community together caught in a fantasy conflict. Costume: moss cardigan, canvas trousers and comfortable shoes; a restrained secondary cue from layered forest-green travelling clothes and weathered leather. Action: taking one measured step toward the viewer, a ceramic mug and a small notebook without writing. Setting: a sunlit neighbourhood courtyard; secondary environment cue: a terraced stone city beneath high aqueducts. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts slice and fantasy. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia.","Hidden affinity magical is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_lead_018.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_lead_019,Shun Fujise,The Oathless Blade,protag,Lead,shonen,"[""samurai"", ""fantasy""]",space,"[""fantasy|samurai"", ""fantasy|space"", ""samurai|space""]","[""fantasy|samurai"", ""fantasy|space"", ""samurai|space""]","[""fantasy|samurai"", ""fantasy|space"", ""samurai|space""]",ronin questioning a sworn duty caught in a fantasy conflict,Keeps a repaired object as a reminder. Chooses responsibility over the easy victory.,male,human,40–49,"Japanese fictional setting; costume follows the visible genre setting, not a claim of historical authenticity","male adult with close-cropped dark hair with a shaved part, light warm skin; ronin questioning a sworn duty caught in a fantasy conflict",muted ochre haori over indigo hakama with a plain clan clasp; a restrained secondary cue from layered forest-green travelling clothes and weathered leather,"turning sharply as fabric trails behind, a sheathed katana with visible hilt",a feudal gatehouse with a windswept stone approach; secondary environment cue: a terraced stone city beneath high aqueducts,"One standalone square premium anime game portrait. Subject: male adult with close-cropped dark hair with a shaved part, light warm skin; ronin questioning a sworn duty caught in a fantasy conflict. Costume: muted ochre haori over indigo hakama with a plain clan clasp; a restrained secondary cue from layered forest-green travelling clothes and weathered leather. Action: turning sharply as fabric trails behind, a sheathed katana with visible hilt. Setting: a feudal gatehouse with a windswept stone approach; secondary environment cue: a terraced stone city beneath high aqueducts. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts samurai and fantasy. Show a sheathed or carefully controlled sword, haori/hakama or retainer cue appropriate to the subject; no generic ninja substitution. No robots, mechs, powered armour or cockpit. No ninja costume or covert-clan insignia.","Hidden affinity space is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_lead_019.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_lead_020,Mai Fujise,The Unseen Spell,protag,Lead,shonen,"[""shinobi"", ""fantasy""]",survival,"[""fantasy|shinobi"", ""fantasy|survival"", ""shinobi|survival""]","[""fantasy|shinobi"", ""fantasy|survival"", ""shinobi|survival""]","[""fantasy|shinobi"", ""fantasy|survival"", ""shinobi|survival""]",covert operative refusing a disposable mission caught in a fantasy conflict,Asks permission even when in command. Chooses responsibility over the easy victory.,female,human,20–29,"Japanese fictional setting; costume follows the visible genre setting, not a claim of historical authenticity","female adult with long black braid, olive skin; covert operative refusing a disposable mission caught in a fantasy conflict","smoke-blue fitted field layers, cloth wraps and a compact tool pouch; a restrained secondary cue from layered forest-green travelling clothes and weathered leather","kneeling to inspect an important detail, a climbing cord and compact grappling hook",a tiled roof above a guarded archive at dusk; secondary environment cue: a terraced stone city beneath high aqueducts,"One standalone square premium anime game portrait. Subject: female adult with long black braid, olive skin; covert operative refusing a disposable mission caught in a fantasy conflict. Costume: smoke-blue fitted field layers, cloth wraps and a compact tool pouch; a restrained secondary cue from layered forest-green travelling clothes and weathered leather. Action: kneeling to inspect an important detail, a climbing cord and compact grappling hook. Setting: a tiled roof above a guarded archive at dusk; secondary environment cue: a terraced stone city beneath high aqueducts. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts shinobi and fantasy. Show covert positioning, a cord/tool pouch or stealth route; no branded headband or franchise symbols. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume.","Hidden affinity survival is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_lead_020.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
