role,anime_type,genre_a,genre_b,witness_id
villain,shonen,military,space,v4_villain_shonen_019
villain,shonen,magical,military,v_warden
villain,shonen,military,survival,v_warden
villain,shonen,military,pirate,v4_villain_shonen_035
villain,shonen,martial,military,sen
villain,shonen,military,mythology,v4_villain_shonen_035
villain,shonen,military,nordic,v_gravemark
villain,shonen,military,samurai,cv3_villain_053
villain,shonen,military,shinobi,v4_villain_shonen_026
villain,shonen,space,supernatural,v4_villain_shonen_027
villain,shonen,magical,supernatural,v4_villain_shonen_017
villain,shonen,supernatural,survival,v4_villain_shonen_027
villain,shonen,pirate,supernatural,v_tempest
villain,shonen,martial,supernatural,v_onikage
villain,shonen,mythology,supernatural,cv3_villain_005
villain,shonen,nordic,supernatural,v4_villain_shonen_002
villain,shonen,samurai,supernatural,v4_villain_shonen_036
villain,shonen,shinobi,supernatural,v4_villain_shonen_026
villain,shonen,magical,space,v4_villain_shonen_028
villain,shonen,space,survival,v4_villain_shonen_027
villain,shonen,pirate,space,v4_villain_shonen_028
villain,shonen,martial,space,cv3_villain_015
villain,shonen,mythology,space,v4_villain_shonen_011
villain,shonen,nordic,space,cv3_villain_022
villain,shonen,samurai,space,cv3_villain_026
villain,shonen,shinobi,space,v4_villain_shonen_006
villain,shonen,magical,survival,v_warden
villain,shonen,magical,pirate,v4_villain_shonen_028
villain,shonen,magical,martial,v4_villain_shonen_029
villain,shonen,magical,mythology,cv3_villain_025
villain,shonen,magical,nordic,v_amethyst
villain,shonen,magical,samurai,v4_villain_shonen_029
villain,shonen,magical,shinobi,v4_villain_shonen_024
villain,shonen,pirate,survival,cv3_villain_019
villain,shonen,martial,survival,v4_villain_shonen_012
villain,shonen,mythology,survival,v_blackout
villain,shonen,nordic,survival,v4_villain_shonen_020
villain,shonen,samurai,survival,cv3_villain_023
villain,shonen,shinobi,survival,cv3_villain_011
villain,shonen,martial,pirate,v_inquisitor
villain,shonen,mythology,pirate,v_baron
villain,shonen,nordic,pirate,v_scuttle
villain,shonen,pirate,samurai,v4_villain_shonen_007
villain,shonen,pirate,shinobi,v4_villain_shonen_013
villain,shonen,martial,mythology,v4_villain_shonen_003
villain,shonen,martial,nordic,v4_villain_shonen_008
villain,shonen,martial,samurai,v4_villain_shonen_029
villain,shonen,martial,shinobi,cv3_villain_003
villain,shonen,mythology,nordic,v4_villain_shonen_030
villain,shonen,mythology,samurai,v4_villain_shonen_025
villain,shonen,mythology,shinobi,v4_villain_shonen_030
villain,shonen,nordic,samurai,cv3_villain_053
villain,shonen,nordic,shinobi,v4_villain_shonen_030
villain,shonen,samurai,shinobi,cv3_villain_056
villain,shojo,isekai,mecha,v_overlord
villain,shojo,mecha,slice,v4_villain_shojo_001
villain,shojo,horror,mecha,v4_villain_shojo_002
villain,shojo,mecha,romance,v_obsidian
villain,shojo,mecha,sports,v4_villain_shojo_003
villain,shojo,cyber,mecha,v4_villain_shojo_001
villain,shojo,fantasy,mecha,v_overlord
villain,shojo,idol,mecha,v_obsidian
villain,shojo,mecha,mystery,cv3_villain_039
villain,shojo,comedy,mecha,v4_villain_shojo_003
villain,shojo,cooking,mecha,v4_villain_shojo_004
villain,shojo,mecha,military,v4_villain_shojo_039
villain,shojo,mecha,supernatural,cv3_villain_042
villain,shojo,mecha,space,v4_villain_shojo_002
villain,shojo,magical,mecha,v4_villain_shojo_004
villain,shojo,mecha,survival,cv3_villain_042
villain,shojo,mecha,pirate,cv3_villain_040
villain,shojo,martial,mecha,cv3_villain_037
villain,shojo,mecha,mythology,cv3_villain_037
villain,shojo,mecha,nordic,cv3_villain_039
villain,shojo,mecha,samurai,cv3_villain_040
villain,shojo,mecha,shinobi,cv3_villain_041
villain,shojo,isekai,slice,cv3_villain_027
villain,shojo,horror,isekai,v_lich
villain,shojo,isekai,romance,cv3_villain_029
villain,shojo,isekai,sports,cv3_villain_032
villain,shojo,cyber,isekai,v4_villain_shojo_005
villain,shojo,fantasy,isekai,v_overlord
villain,shojo,idol,isekai,v4_villain_shojo_035
villain,shojo,isekai,mystery,cv3_villain_028
villain,shojo,comedy,isekai,v_lich
villain,shojo,cooking,isekai,v4_villain_shojo_006
villain,shojo,isekai,military,v4_villain_shojo_006
villain,shojo,isekai,supernatural,v4_villain_shojo_005
villain,shojo,isekai,space,cv3_villain_031
villain,shojo,isekai,magical,v4_villain_shojo_007
villain,shojo,isekai,survival,v4_villain_shojo_007
villain,shojo,isekai,pirate,cv3_villain_031
villain,shojo,isekai,martial,cv3_villain_027
villain,shojo,isekai,mythology,cv3_villain_029
villain,shojo,isekai,nordic,cv3_villain_028
villain,shojo,isekai,samurai,cv3_villain_030
villain,shojo,isekai,shinobi,cv3_villain_032
villain,shojo,horror,slice,v4_villain_shojo_008
villain,shojo,romance,slice,v_venom
villain,shojo,slice,sports,cv3_villain_049
villain,shojo,cyber,slice,v4_villain_shojo_001
villain,shojo,fantasy,slice,v4_villain_shojo_009
villain,shojo,idol,slice,v_puppeteer
villain,shojo,mystery,slice,v_nocturne
villain,shojo,comedy,slice,v4_villain_shojo_010
villain,shojo,cooking,slice,v4_villain_shojo_009
villain,shojo,military,slice,v_puppeteer
villain,shojo,slice,supernatural,v_nocturne
villain,shojo,slice,space,cv3_villain_050
villain,shojo,magical,slice,v4_villain_shojo_008
villain,shojo,slice,survival,v_venom
villain,shojo,pirate,slice,v_dread
villain,shojo,martial,slice,cv3_villain_027
villain,shojo,mythology,slice,v_sinister
villain,shojo,nordic,slice,cv3_villain_049
villain,shojo,samurai,slice,v4_villain_shojo_010
villain,shojo,shinobi,slice,cv3_villain_050
villain,shojo,horror,romance,v_hollow
villain,shojo,horror,sports,v4_villain_shojo_033
villain,shojo,cyber,horror,v4_villain_shojo_011
villain,shojo,fantasy,horror,v4_villain_shojo_012
villain,shojo,horror,idol,v_plague
villain,shojo,horror,mystery,v_plague
villain,shojo,comedy,horror,v_lich
villain,shojo,cooking,horror,v_fang
villain,shojo,horror,military,cv3_villain_057
villain,shojo,horror,supernatural,v_hollow
villain,shojo,horror,space,v4_villain_shojo_002
villain,shojo,horror,magical,v4_villain_shojo_008
villain,shojo,horror,survival,v4_villain_shojo_013
villain,shojo,horror,pirate,v_silence
villain,shojo,horror,martial,v4_villain_shojo_012
villain,shojo,horror,mythology,v_moth
villain,shojo,horror,nordic,cv3_villain_057
villain,shojo,horror,samurai,v4_villain_shojo_011
villain,shojo,horror,shinobi,v4_villain_shojo_013
villain,shojo,romance,sports,v_frostbite
villain,shojo,cyber,romance,v_kairos
villain,shojo,fantasy,romance,v4_villain_shojo_034
villain,shojo,idol,romance,v_falsetto
villain,shojo,mystery,romance,aya
villain,shojo,comedy,romance,v_lovelace
villain,shojo,cooking,romance,v_fang
villain,shojo,military,romance,v4_villain_shojo_032
villain,shojo,romance,supernatural,v_hollow
villain,shojo,romance,space,v_lovelace
villain,shojo,magical,romance,cv3_villain_034
villain,shojo,romance,survival,v_venom
villain,shojo,pirate,romance,cv3_villain_034
villain,shojo,martial,romance,v_falsetto
villain,shojo,mythology,romance,cv3_villain_029
villain,shojo,nordic,romance,v_kairos
villain,shojo,romance,samurai,v4_villain_shojo_032
villain,shojo,romance,shinobi,cv3_villain_041
villain,shojo,cyber,sports,v_frostbite
villain,shojo,fantasy,sports,v_hex
villain,shojo,idol,sports,v4_villain_shojo_033
villain,shojo,mystery,sports,v4_villain_shojo_014
villain,shojo,comedy,sports,v4_villain_shojo_003
villain,shojo,cooking,sports,v4_villain_shojo_015
villain,shojo,military,sports,cv3_villain_044
villain,shojo,sports,supernatural,v4_villain_shojo_016
villain,shojo,space,sports,cv3_villain_051
villain,shojo,magical,sports,v_hex
villain,shojo,sports,survival,cv3_villain_051
villain,shojo,pirate,sports,v4_villain_shojo_014
villain,shojo,martial,sports,v4_villain_shojo_015
villain,shojo,mythology,sports,v4_villain_shojo_016
villain,shojo,nordic,sports,cv3_villain_049
villain,shojo,samurai,sports,cv3_villain_044
villain,shojo,shinobi,sports,cv3_villain_032
villain,shojo,cyber,fantasy,v4_villain_shojo_017
villain,shojo,cyber,idol,v4_villain_shojo_035
villain,shojo,cyber,mystery,v_mirage
villain,shojo,comedy,cyber,v4_villain_shojo_018
villain,shojo,cooking,cyber,v4_villain_shojo_019
villain,shojo,cyber,military,cv3_villain_058
villain,shojo,cyber,supernatural,v4_villain_shojo_005
villain,shojo,cyber,space,v4_villain_shojo_020
villain,shojo,cyber,magical,v_mirage
villain,shojo,cyber,survival,cv3_villain_058
villain,shojo,cyber,pirate,v4_villain_shojo_018
villain,shojo,cyber,martial,v4_villain_shojo_020
villain,shojo,cyber,mythology,v4_villain_shojo_017
villain,shojo,cyber,nordic,v_kairos
villain,shojo,cyber,samurai,v4_villain_shojo_011
villain,shojo,cyber,shinobi,v4_villain_shojo_019
villain,shojo,fantasy,idol,v4_villain_shojo_021
villain,shojo,fantasy,mystery,v4_villain_shojo_022
villain,shojo,comedy,fantasy,v_hollowchild
villain,shojo,cooking,fantasy,v4_villain_shojo_009
villain,shojo,fantasy,military,cv3_villain_059
villain,shojo,fantasy,supernatural,v4_villain_shojo_021
villain,shojo,fantasy,space,v_hollowchild
villain,shojo,fantasy,magical,v_hex
villain,shojo,fantasy,survival,v4_villain_shojo_022
villain,shojo,fantasy,pirate,cv3_villain_059
villain,shojo,fantasy,martial,v4_villain_shojo_012
villain,shojo,fantasy,mythology,v4_villain_shojo_017
villain,shojo,fantasy,nordic,v4_villain_shojo_034
villain,shojo,fantasy,samurai,cv3_villain_060
villain,shojo,fantasy,shinobi,cv3_villain_060
villain,shojo,idol,mystery,v_plague
villain,shojo,comedy,idol,v_harlequin
villain,shojo,cooking,idol,v_einar
villain,shojo,idol,military,v_puppeteer
villain,shojo,idol,supernatural,v4_villain_shojo_021
villain,shojo,idol,space,v4_villain_shojo_023
villain,shojo,idol,magical,v4_villain_shojo_024
villain,shojo,idol,survival,v_harlequin
villain,shojo,idol,pirate,v4_villain_shojo_036
villain,shojo,idol,martial,v_falsetto
villain,shojo,idol,mythology,v4_villain_shojo_024
villain,shojo,idol,nordic,v_einar
villain,shojo,idol,samurai,v4_villain_shojo_023
villain,shojo,idol,shinobi,v4_villain_shojo_036
villain,shojo,comedy,mystery,v4_villain_shojo_037
villain,shojo,cooking,mystery,v4_villain_shojo_025
villain,shojo,military,mystery,v4_villain_shojo_037
villain,shojo,mystery,supernatural,v_nocturne
villain,shojo,mystery,space,v4_villain_shojo_025
villain,shojo,magical,mystery,v_mirage
villain,shojo,mystery,survival,v4_villain_shojo_022
villain,shojo,mystery,pirate,v4_villain_shojo_014
villain,shojo,martial,mystery,aya
villain,shojo,mystery,mythology,v_sinister
villain,shojo,mystery,nordic,cv3_villain_028
villain,shojo,mystery,samurai,cv3_villain_046
villain,shojo,mystery,shinobi,cv3_villain_046
villain,shojo,comedy,cooking,v4_villain_shojo_026
villain,shojo,comedy,military,v4_villain_shojo_027
villain,shojo,comedy,supernatural,v4_villain_shojo_026
villain,shojo,comedy,space,v_lovelace
villain,shojo,comedy,magical,v4_villain_shojo_028
villain,shojo,comedy,survival,v_harlequin
villain,shojo,comedy,pirate,v4_villain_shojo_018
villain,shojo,comedy,martial,v4_villain_shojo_027
villain,shojo,comedy,mythology,v4_villain_shojo_038
villain,shojo,comedy,nordic,v4_villain_shojo_028
villain,shojo,comedy,samurai,v4_villain_shojo_010
villain,shojo,comedy,shinobi,v4_villain_shojo_038
villain,shojo,cooking,military,v4_villain_shojo_006
villain,shojo,cooking,supernatural,v4_villain_shojo_026
villain,shojo,cooking,space,v4_villain_shojo_025
villain,shojo,cooking,magical,v4_villain_shojo_004
villain,shojo,cooking,survival,v4_villain_shojo_029
villain,shojo,cooking,pirate,v_silence
villain,shojo,cooking,martial,v4_villain_shojo_015
villain,shojo,cooking,mythology,v_moth
villain,shojo,cooking,nordic,v_einar
villain,shojo,cooking,samurai,v4_villain_shojo_029
villain,shojo,cooking,shinobi,v4_villain_shojo_019
villain,shojo,military,supernatural,cv3_villain_045
villain,shojo,military,space,cv3_villain_043
villain,shojo,magical,military,v4_villain_shojo_039
villain,shojo,military,survival,cv3_villain_058
villain,shojo,military,pirate,v_dread
villain,shojo,martial,military,v4_villain_shojo_027
villain,shojo,military,mythology,cv3_villain_043
villain,shojo,military,nordic,cv3_villain_057
villain,shojo,military,samurai,cv3_villain_044
villain,shojo,military,shinobi,cv3_villain_045
villain,shojo,space,supernatural,cv3_villain_036
villain,shojo,magical,supernatural,cv3_villain_036
villain,shojo,supernatural,survival,cv3_villain_042
villain,shojo,pirate,supernatural,v4_villain_shojo_030
villain,shojo,martial,supernatural,v4_villain_shojo_030
villain,shojo,mythology,supernatural,v4_villain_shojo_016
villain,shojo,nordic,supernatural,cv3_villain_048
villain,shojo,samurai,supernatural,cv3_villain_048
villain,shojo,shinobi,supernatural,cv3_villain_045
villain,shojo,magical,space,cv3_villain_036
villain,shojo,space,survival,cv3_villain_051
villain,shojo,pirate,space,cv3_villain_031
villain,shojo,martial,space,v4_villain_shojo_020
villain,shojo,mythology,space,cv3_villain_043
villain,shojo,nordic,space,v4_villain_shojo_040
villain,shojo,samurai,space,v4_villain_shojo_023
villain,shojo,shinobi,space,cv3_villain_050
villain,shojo,magical,survival,v4_villain_shojo_007
villain,shojo,magical,pirate,cv3_villain_034
villain,shojo,magical,martial,cv3_villain_033
villain,shojo,magical,mythology,v4_villain_shojo_024
villain,shojo,magical,nordic,v4_villain_shojo_028
villain,shojo,magical,samurai,cv3_villain_033
villain,shojo,magical,shinobi,cv3_villain_035
villain,shojo,pirate,survival,v4_villain_shojo_031
villain,shojo,martial,survival,cv3_villain_038
villain,shojo,mythology,survival,v4_villain_shojo_031
villain,shojo,nordic,survival,cv3_villain_038
villain,shojo,samurai,survival,v4_villain_shojo_029
villain,shojo,shinobi,survival,v4_villain_shojo_013
villain,shojo,martial,pirate,v4_villain_shojo_030
villain,shojo,mythology,pirate,v4_villain_shojo_031
villain,shojo,nordic,pirate,v4_villain_shojo_040
villain,shojo,pirate,samurai,cv3_villain_040
villain,shojo,pirate,shinobi,cv3_villain_035
villain,shojo,martial,mythology,cv3_villain_037
villain,shojo,martial,nordic,cv3_villain_038
villain,shojo,martial,samurai,cv3_villain_033
villain,shojo,martial,shinobi,cv3_villain_052
villain,shojo,mythology,nordic,cv3_villain_047
villain,shojo,mythology,samurai,cv3_villain_030
villain,shojo,mythology,shinobi,cv3_villain_047
villain,shojo,nordic,samurai,cv3_villain_048
villain,shojo,nordic,shinobi,cv3_villain_047
villain,shojo,samurai,shinobi,cv3_villain_046
