id,name,generation,role,anime_type,visible_genre_1,visible_genre_2,hidden_affinity,runtime_portrait_path,source_portrait_path,source_manifest_row,source_manifest_sequence,expected_source_filename,expected_runtime_filename,actual_runtime_filename,sha256,source_sha256,perceptual_hash,width,height,source_file_exists,runtime_file_exists,filename_id_mapping_matches,runtime_references_intended_source,metadata_matches_authoritative,portrait_appears_elsewhere,suspected_visual_duplicate_ids
g30_pet_shojo_035,Kikitail,V6 Genre 30,pet,shojo,monster_taming,crime,survival,cast/v6/g30_pet_shojo_035.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_035.webp,GENRE30_CAST_ROSTER.csv sequence 360,360,g30_pet_shojo_035.webp,g30_pet_shojo_035.webp,g30_pet_shojo_035.webp,fac2c10c73dc53b67f66cdba8b950293601e34c789df879efea361f4ff774c2b,fac2c10c73dc53b67f66cdba8b950293601e34c789df879efea361f4ff774c2b,41e0278d3eb3d8d2,512,512,True,True,True,True,True,False,
g30_pet_shojo_036,Lumentail,V6 Genre 30,pet,shojo,kaiju,cosmic_horror,survival,cast/v6/g30_pet_shojo_036.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_036.webp,GENRE30_CAST_ROSTER.csv sequence 361,361,g30_pet_shojo_036.webp,g30_pet_shojo_036.webp,g30_pet_shojo_036.webp,7cc38c625f7d7f7c7bca8262f647ebc5d22a7bb076141dfca74785daa2a89f9d,7cc38c625f7d7f7c7bca8262f647ebc5d22a7bb076141dfca74785daa2a89f9d,195b46899666d3a9,512,512,True,True,True,True,True,False,
g30_pet_shojo_037,Miritail,V6 Genre 30,pet,shojo,monster_taming,crime,pirate,cast/v6/g30_pet_shojo_037.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_037.webp,GENRE30_CAST_ROSTER.csv sequence 362,362,g30_pet_shojo_037.webp,g30_pet_shojo_037.webp,g30_pet_shojo_037.webp,afe0f4b7db8902855c01f87078d132c1ddeb2ca9aacb9162a8ed662877997b32,afe0f4b7db8902855c01f87078d132c1ddeb2ca9aacb9162a8ed662877997b32,04b06f3ebb8dcc18,512,512,True,True,True,True,True,False,
g30_pet_shojo_038,Misotail,V6 Genre 30,pet,shojo,kaiju,cosmic_horror,pirate,cast/v6/g30_pet_shojo_038.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_038.webp,GENRE30_CAST_ROSTER.csv sequence 363,363,g30_pet_shojo_038.webp,g30_pet_shojo_038.webp,g30_pet_shojo_038.webp,a05a4a3e7ddf8c83889d505a3752494fb35da16c8ab0439b3a6259081b828192,a05a4a3e7ddf8c83889d505a3752494fb35da16c8ab0439b3a6259081b828192,268ced4f859380fa,512,512,True,True,True,True,True,False,
g30_pet_shojo_039,Mokutail,V6 Genre 30,pet,shojo,monster_taming,crime,martial,cast/v6/g30_pet_shojo_039.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_039.webp,GENRE30_CAST_ROSTER.csv sequence 364,364,g30_pet_shojo_039.webp,g30_pet_shojo_039.webp,g30_pet_shojo_039.webp,7684d82c7cc9fe5fde42b28b5daeb7dcf06e91674bd83738685cfaf094a5e801,7684d82c7cc9fe5fde42b28b5daeb7dcf06e91674bd83738685cfaf094a5e801,131a89651377666d,512,512,True,True,True,True,True,False,
g30_pet_shojo_040,Nibtail,V6 Genre 30,pet,shojo,kaiju,cosmic_horror,martial,cast/v6/g30_pet_shojo_040.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_040.webp,GENRE30_CAST_ROSTER.csv sequence 365,365,g30_pet_shojo_040.webp,g30_pet_shojo_040.webp,g30_pet_shojo_040.webp,d67ba9f8ff2fbce2addf55a1901e03c83cd819f3bbf085f910049f6480b286f7,d67ba9f8ff2fbce2addf55a1901e03c83cd819f3bbf085f910049f6480b286f7,503e7e687169c638,512,512,True,True,True,True,True,False,
g30_pet_shojo_041,Noritail,V6 Genre 30,pet,shojo,monster_taming,crime,mythology,cast/v6/g30_pet_shojo_041.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_041.webp,GENRE30_CAST_ROSTER.csv sequence 366,366,g30_pet_shojo_041.webp,g30_pet_shojo_041.webp,g30_pet_shojo_041.webp,fdde4ce8c3c564d8cda9a0bdc97e3d77840a798caade5ba5d4c3de6c470338fd,fdde4ce8c3c564d8cda9a0bdc97e3d77840a798caade5ba5d4c3de6c470338fd,21ca84379b736726,512,512,True,True,True,True,True,False,
g30_pet_shojo_042,Orbittail,V6 Genre 30,pet,shojo,kaiju,cosmic_horror,mythology,cast/v6/g30_pet_shojo_042.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_042.webp,GENRE30_CAST_ROSTER.csv sequence 367,367,g30_pet_shojo_042.webp,g30_pet_shojo_042.webp,g30_pet_shojo_042.webp,5131f9a3f6300e6d6eb8788def2efb169b9a13292f71b17cd674bd29e2665fbd,5131f9a3f6300e6d6eb8788def2efb169b9a13292f71b17cd674bd29e2665fbd,303dcdc51ad22d6c,512,512,True,True,True,True,True,False,
g30_pet_shojo_043,Pebbletail,V6 Genre 30,pet,shojo,monster_taming,crime,nordic,cast/v6/g30_pet_shojo_043.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_043.webp,GENRE30_CAST_ROSTER.csv sequence 368,368,g30_pet_shojo_043.webp,g30_pet_shojo_043.webp,g30_pet_shojo_043.webp,30eb62d7fd242531a35d5f89033383bfc2f3447b9102fc6a454e3a31f66cfb3c,30eb62d7fd242531a35d5f89033383bfc2f3447b9102fc6a454e3a31f66cfb3c,02ec9d663913c78b,512,512,True,True,True,True,True,False,
g30_pet_shojo_044,Piptail,V6 Genre 30,pet,shojo,kaiju,cosmic_horror,nordic,cast/v6/g30_pet_shojo_044.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_044.webp,GENRE30_CAST_ROSTER.csv sequence 369,369,g30_pet_shojo_044.webp,g30_pet_shojo_044.webp,g30_pet_shojo_044.webp,750e389090a80bbbf20a6a905ec7505b6b3f9a7ed5f9e27b85133000e3365b67,750e389090a80bbbf20a6a905ec7505b6b3f9a7ed5f9e27b85133000e3365b67,453d3f66c0198ce6,512,512,True,True,True,True,True,False,
g30_pet_shojo_045,Pucktail,V6 Genre 30,pet,shojo,monster_taming,crime,samurai,cast/v6/g30_pet_shojo_045.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_045.webp,GENRE30_CAST_ROSTER.csv sequence 370,370,g30_pet_shojo_045.webp,g30_pet_shojo_045.webp,g30_pet_shojo_045.webp,c753b8462c84ad65ec41bca17429f497fa92713aeb366a71281362d4f5be1401,c753b8462c84ad65ec41bca17429f497fa92713aeb366a71281362d4f5be1401,7cbeda5a940c2323,512,512,True,True,True,True,True,False,
g30_pet_shojo_046,Rifftail,V6 Genre 30,pet,shojo,kaiju,cosmic_horror,samurai,cast/v6/g30_pet_shojo_046.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_046.webp,GENRE30_CAST_ROSTER.csv sequence 371,371,g30_pet_shojo_046.webp,g30_pet_shojo_046.webp,g30_pet_shojo_046.webp,ec9e879ffe8b4f6f1d537d1d503f8cc011a2b74557cbdd38f5e655f71fd1e834,ec9e879ffe8b4f6f1d537d1d503f8cc011a2b74557cbdd38f5e655f71fd1e834,59642f0f9f10235e,512,512,True,True,True,True,True,False,
g30_pet_shojo_047,Runetail,V6 Genre 30,pet,shojo,monster_taming,crime,shinobi,cast/v6/g30_pet_shojo_047.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_047.webp,GENRE30_CAST_ROSTER.csv sequence 372,372,g30_pet_shojo_047.webp,g30_pet_shojo_047.webp,g30_pet_shojo_047.webp,d1834aad4874941ba8e2551edd0b691cf728e8884e870c878167cf15f0b72639,d1834aad4874941ba8e2551edd0b691cf728e8884e870c878167cf15f0b72639,1216b2fc96a65aa3,512,512,True,True,True,True,True,False,
g30_pet_shojo_048,Sabletail,V6 Genre 30,pet,shojo,kaiju,cosmic_horror,shinobi,cast/v6/g30_pet_shojo_048.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_048.webp,GENRE30_CAST_ROSTER.csv sequence 373,373,g30_pet_shojo_048.webp,g30_pet_shojo_048.webp,g30_pet_shojo_048.webp,7e269db72fc70b028b9e17f8ad706c6db7bdb5cddb5bf406fa753f244474f953,7e269db72fc70b028b9e17f8ad706c6db7bdb5cddb5bf406fa753f244474f953,139b9bb0907c6c47,512,512,True,True,True,True,True,False,
g30_pet_shojo_049,Skifftail,V6 Genre 30,pet,shojo,monster_taming,crime,vampire,cast/v6/g30_pet_shojo_049.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_049.webp,GENRE30_CAST_ROSTER.csv sequence 374,374,g30_pet_shojo_049.webp,g30_pet_shojo_049.webp,g30_pet_shojo_049.webp,9839e34520717884845f479e4eb1b6adbb3a0d51d25c5663c94931262c0f55a3,9839e34520717884845f479e4eb1b6adbb3a0d51d25c5663c94931262c0f55a3,58c867199b8e6c33,512,512,True,True,True,True,True,False,
g30_pet_shojo_050,Soottail,V6 Genre 30,pet,shojo,kaiju,cosmic_horror,vampire,cast/v6/g30_pet_shojo_050.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_050.webp,GENRE30_CAST_ROSTER.csv sequence 375,375,g30_pet_shojo_050.webp,g30_pet_shojo_050.webp,g30_pet_shojo_050.webp,fda6a11cdcde8f75386455230d181ab07d161a3157b80c44ca299086a3520e0a,fda6a11cdcde8f75386455230d181ab07d161a3157b80c44ca299086a3520e0a,133f25391006dfe3,512,512,True,True,True,True,True,False,
g30_pet_shojo_051,Talontail,V6 Genre 30,pet,shojo,monster_taming,crime,grimdark,cast/v6/g30_pet_shojo_051.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_051.webp,GENRE30_CAST_ROSTER.csv sequence 376,376,g30_pet_shojo_051.webp,g30_pet_shojo_051.webp,g30_pet_shojo_051.webp,a45b7e3eefdebcbbba370870f470c0b1164c15672b972c11e8d42edc8a4e9e69,a45b7e3eefdebcbbba370870f470c0b1164c15672b972c11e8d42edc8a4e9e69,309f1fd41ee8210f,512,512,True,True,True,True,True,False,
g30_pet_shojo_052,Tikatail,V6 Genre 30,pet,shojo,kaiju,cosmic_horror,grimdark,cast/v6/g30_pet_shojo_052.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_052.webp,GENRE30_CAST_ROSTER.csv sequence 377,377,g30_pet_shojo_052.webp,g30_pet_shojo_052.webp,g30_pet_shojo_052.webp,021ab570074df2aea714f68d408ae37274a617ba66f8edeb57a0816338d87888,021ab570074df2aea714f68d408ae37274a617ba66f8edeb57a0816338d87888,12f72bce84933316,512,512,True,True,True,True,True,False,
g30_pet_shojo_053,Tototail,V6 Genre 30,pet,shojo,mecha,isekai,monster_taming,cast/v6/g30_pet_shojo_053.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_053.webp,GENRE30_CAST_ROSTER.csv sequence 378,378,g30_pet_shojo_053.webp,g30_pet_shojo_053.webp,g30_pet_shojo_053.webp,c72f8b85473d9ce346e979e53224b77c7ea033749ecc65aeff6a53b52d0912ba,c72f8b85473d9ce346e979e53224b77c7ea033749ecc65aeff6a53b52d0912ba,22b3a5386a364ebc,512,512,True,True,True,True,True,False,
g30_pet_shojo_054,Vantatail,V6 Genre 30,pet,shojo,slice,horror,arabia,cast/v6/g30_pet_shojo_054.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_054.webp,GENRE30_CAST_ROSTER.csv sequence 379,379,g30_pet_shojo_054.webp,g30_pet_shojo_054.webp,g30_pet_shojo_054.webp,d0d1fb92933b588faf11a6165c77dfde64878c7fcaa0d0751ace6aeb447d75c7,d0d1fb92933b588faf11a6165c77dfde64878c7fcaa0d0751ace6aeb447d75c7,323ec8701b636da5,512,512,True,True,True,True,True,False,
g30_pet_shojo_055,Whisptail,V6 Genre 30,pet,shojo,romance,sports,arabia,cast/v6/g30_pet_shojo_055.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_055.webp,GENRE30_CAST_ROSTER.csv sequence 380,380,g30_pet_shojo_055.webp,g30_pet_shojo_055.webp,g30_pet_shojo_055.webp,9e189f16ec4dc56ec31140cb83192ac3a291eb82b79b0e008e0c78d13e33d436,9e189f16ec4dc56ec31140cb83192ac3a291eb82b79b0e008e0c78d13e33d436,053419d875267b6d,512,512,True,True,True,True,True,False,
g30_pet_shojo_056,Azutooth,V6 Genre 30,pet,shojo,cyber,fantasy,arabia,cast/v6/g30_pet_shojo_056.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_056.webp,GENRE30_CAST_ROSTER.csv sequence 381,381,g30_pet_shojo_056.webp,g30_pet_shojo_056.webp,g30_pet_shojo_056.webp,f2730830cc5fea4bd77b8c467798df9d9c4de466b8c0f56060df8383ac4d3a0f,f2730830cc5fea4bd77b8c467798df9d9c4de466b8c0f56060df8383ac4d3a0f,10b2ce6532d47d36,512,512,True,True,True,True,True,False,
g30_pet_shojo_057,Bramtooth,V6 Genre 30,pet,shojo,idol,mystery,arabia,cast/v6/g30_pet_shojo_057.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_057.webp,GENRE30_CAST_ROSTER.csv sequence 382,382,g30_pet_shojo_057.webp,g30_pet_shojo_057.webp,g30_pet_shojo_057.webp,d40151600bb9052f6dbee626ae821a1f7c54fd3c271f6802a6b00f7501ffc4fd,d40151600bb9052f6dbee626ae821a1f7c54fd3c271f6802a6b00f7501ffc4fd,251848174e7d17ed,512,512,True,True,True,True,True,False,
g30_pet_shojo_058,Chaitooth,V6 Genre 30,pet,shojo,comedy,cooking,arabia,cast/v6/g30_pet_shojo_058.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_058.webp,GENRE30_CAST_ROSTER.csv sequence 383,383,g30_pet_shojo_058.webp,g30_pet_shojo_058.webp,g30_pet_shojo_058.webp,e220c694a405cdace68720b5cd48c0f63769552cbc917e0cb523656667cf89fe,e220c694a405cdace68720b5cd48c0f63769552cbc917e0cb523656667cf89fe,059dd66b10ec6e32,512,512,True,True,True,True,True,False,
g30_pet_shojo_059,Cindertooth,V6 Genre 30,pet,shojo,military,supernatural,arabia,cast/v6/g30_pet_shojo_059.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_059.webp,GENRE30_CAST_ROSTER.csv sequence 384,384,g30_pet_shojo_059.webp,g30_pet_shojo_059.webp,g30_pet_shojo_059.webp,1ed5a090657339ca15487bd61373ffa61e193d86d964b855c878f4a4568add05,1ed5a090657339ca15487bd61373ffa61e193d86d964b855c878f4a4568add05,706b6ea51b986623,512,512,True,True,True,True,True,False,
g30_pet_shojo_060,Clinktooth,V6 Genre 30,pet,shojo,space,magical,arabia,cast/v6/g30_pet_shojo_060.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_060.webp,GENRE30_CAST_ROSTER.csv sequence 385,385,g30_pet_shojo_060.webp,g30_pet_shojo_060.webp,g30_pet_shojo_060.webp,b1a6e084601e3ef9a22bf0420f08b3a85dd157d4aee2db50b599bdaec323fcac,b1a6e084601e3ef9a22bf0420f08b3a85dd157d4aee2db50b599bdaec323fcac,11b46563769a2d2d,512,512,True,True,True,True,True,False,
g30_pet_shojo_061,Djinnitooth,V6 Genre 30,pet,shojo,survival,pirate,arabia,cast/v6/g30_pet_shojo_061.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_061.webp,GENRE30_CAST_ROSTER.csv sequence 386,386,g30_pet_shojo_061.webp,g30_pet_shojo_061.webp,g30_pet_shojo_061.webp,bdddd3d1e8a1cdaa9dc7d622315edfaa5cbb1a5b0ce57414134398801d176515,bdddd3d1e8a1cdaa9dc7d622315edfaa5cbb1a5b0ce57414134398801d176515,257a85ae1f526645,512,512,True,True,True,True,True,False,
g30_pet_shojo_062,Embertooth,V6 Genre 30,pet,shojo,martial,mythology,arabia,cast/v6/g30_pet_shojo_062.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_062.webp,GENRE30_CAST_ROSTER.csv sequence 387,387,g30_pet_shojo_062.webp,g30_pet_shojo_062.webp,g30_pet_shojo_062.webp,5a7c674919c013efd9f933ab8cec6d6d535758512a13ac26a4ba4aac317da6c3,5a7c674919c013efd9f933ab8cec6d6d535758512a13ac26a4ba4aac317da6c3,442a1b6b36a5cf46,512,512,True,True,True,True,True,False,
g30_pet_shojo_063,Fangtooth,V6 Genre 30,pet,shojo,nordic,samurai,arabia,cast/v6/g30_pet_shojo_063.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_063.webp,GENRE30_CAST_ROSTER.csv sequence 388,388,g30_pet_shojo_063.webp,g30_pet_shojo_063.webp,g30_pet_shojo_063.webp,df2e7ea8914662c9bf4aecb0f37eb5a055bc5d98cba7b8c189b8f67998e19f68,df2e7ea8914662c9bf4aecb0f37eb5a055bc5d98cba7b8c189b8f67998e19f68,1dc3e328d49113bd,512,512,True,True,True,True,True,False,
g30_pet_shojo_064,Glimtooth,V6 Genre 30,pet,shojo,shinobi,vampire,arabia,cast/v6/g30_pet_shojo_064.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_064.webp,GENRE30_CAST_ROSTER.csv sequence 389,389,g30_pet_shojo_064.webp,g30_pet_shojo_064.webp,g30_pet_shojo_064.webp,d9b29ed2b8b1004c4d56479d9c1eee2d4796b89b566531a3c9ef25b14cf7508f,d9b29ed2b8b1004c4d56479d9c1eee2d4796b89b566531a3c9ef25b14cf7508f,10941e61339797e7,512,512,True,True,True,True,True,False,
g30_pet_shojo_065,Kikitooth,V6 Genre 30,pet,shojo,monster_taming,arabia,grimdark,cast/v6/g30_pet_shojo_065.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_pet_shojo_065.webp,GENRE30_CAST_ROSTER.csv sequence 390,390,g30_pet_shojo_065.webp,g30_pet_shojo_065.webp,g30_pet_shojo_065.webp,8e77c9e3244a86315e0ddb7cea4f21f144e0d61c860c1423446626a230876943,8e77c9e3244a86315e0ddb7cea4f21f144e0d61c860c1423446626a230876943,4d8e67b035c0866f,512,512,True,True,True,True,True,False,
g30_villain_shonen_001,Eira Darzi,V6 Genre 30,villain,shonen,monster_taming,crime,kaiju,cast/v6/g30_villain_shonen_001.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_villain_shonen_001.webp,GENRE30_CAST_ROSTER.csv sequence 391,391,g30_villain_shonen_001.webp,g30_villain_shonen_001.webp,g30_villain_shonen_001.webp,5d0841a7d653442c560d10f18513d89a264df536617e19c654fccedfd89fca8f,5d0841a7d653442c560d10f18513d89a264df536617e19c654fccedfd89fca8f,6bc081107f77878e,512,512,True,True,True,True,True,False,
g30_villain_shonen_002,Elian Darzi,V6 Genre 30,villain,shonen,monster_taming,cosmic_horror,arabia,cast/v6/g30_villain_shonen_002.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_villain_shonen_002.webp,GENRE30_CAST_ROSTER.csv sequence 392,392,g30_villain_shonen_002.webp,g30_villain_shonen_002.webp,g30_villain_shonen_002.webp,6f46de797780151ede773be1d162a8e7b761a401cdc3cae20eaeba2be157e4d1,6f46de797780151ede773be1d162a8e7b761a401cdc3cae20eaeba2be157e4d1,23144ff84b2ec33c,512,512,True,True,True,True,True,False,
g30_villain_shonen_003,Emi Darzi,V6 Genre 30,villain,shonen,crime,cosmic_horror,mecha,cast/v6/g30_villain_shonen_003.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_villain_shonen_003.webp,GENRE30_CAST_ROSTER.csv sequence 393,393,g30_villain_shonen_003.webp,g30_villain_shonen_003.webp,g30_villain_shonen_003.webp,7cedaa72143aa09edfa78f77fe03f993eb60b0230639b08464789bbaf8e377a2,7cedaa72143aa09edfa78f77fe03f993eb60b0230639b08464789bbaf8e377a2,2cd9513a93129e9e,512,512,True,True,True,True,True,False,
g30_villain_shonen_004,Farah Darzi,V6 Genre 30,villain,shonen,kaiju,arabia,mecha,cast/v6/g30_villain_shonen_004.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_villain_shonen_004.webp,GENRE30_CAST_ROSTER.csv sequence 394,394,g30_villain_shonen_004.webp,g30_villain_shonen_004.webp,g30_villain_shonen_004.webp,bc153dba772cb178475889c69e54f7d2d9901689aa67ade15f3356ab50f714ca,bc153dba772cb178475889c69e54f7d2d9901689aa67ade15f3356ab50f714ca,3f60968f051c895f,512,512,True,True,True,True,True,False,
g30_villain_shonen_005,Hana Darzi,V6 Genre 30,villain,shonen,crime,arabia,isekai,cast/v6/g30_villain_shonen_005.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_villain_shonen_005.webp,GENRE30_CAST_ROSTER.csv sequence 395,395,g30_villain_shonen_005.webp,g30_villain_shonen_005.webp,g30_villain_shonen_005.webp,bad30491a2e5b12d0d000118bf1f7d795564dd4687647446df460b39965bdd7e,bad30491a2e5b12d0d000118bf1f7d795564dd4687647446df460b39965bdd7e,3aa20dd069b58f5c,512,512,True,True,True,True,True,False,
g30_villain_shonen_006,Haru Darzi,V6 Genre 30,villain,shonen,kaiju,cosmic_horror,isekai,cast/v6/g30_villain_shonen_006.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_villain_shonen_006.webp,GENRE30_CAST_ROSTER.csv sequence 396,396,g30_villain_shonen_006.webp,g30_villain_shonen_006.webp,g30_villain_shonen_006.webp,7c448d57afd1a5b4f94e1d047b2c57eff25f712ec3fea958d07e899617ed0c8c,7c448d57afd1a5b4f94e1d047b2c57eff25f712ec3fea958d07e899617ed0c8c,7b41460d3632c9ed,512,512,True,True,True,True,True,False,
g30_villain_shonen_007,Idris Darzi,V6 Genre 30,villain,shonen,monster_taming,crime,slice,cast/v6/g30_villain_shonen_007.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_villain_shonen_007.webp,GENRE30_CAST_ROSTER.csv sequence 397,397,g30_villain_shonen_007.webp,g30_villain_shonen_007.webp,g30_villain_shonen_007.webp,f9c9a619a396cc38ad48d3eeeab49e5616c578c107484c3d0c696fd40b452195,f9c9a619a396cc38ad48d3eeeab49e5616c578c107484c3d0c696fd40b452195,3db1b3d38a4b0c0d,512,512,True,True,True,True,True,False,
g30_villain_shonen_008,Imani Darzi,V6 Genre 30,villain,shonen,kaiju,cosmic_horror,slice,cast/v6/g30_villain_shonen_008.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_villain_shonen_008.webp,GENRE30_CAST_ROSTER.csv sequence 398,398,g30_villain_shonen_008.webp,g30_villain_shonen_008.webp,g30_villain_shonen_008.webp,3e3a37289f3ac2261b7d437016283add719d185b6bbc1862102a4dfe146f9595,3e3a37289f3ac2261b7d437016283add719d185b6bbc1862102a4dfe146f9595,7cf0cc0b0e0f34e6,512,512,True,True,True,True,True,False,
g30_villain_shonen_009,Jae Darzi,V6 Genre 30,villain,shonen,monster_taming,crime,horror,cast/v6/g30_villain_shonen_009.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_villain_shonen_009.webp,GENRE30_CAST_ROSTER.csv sequence 399,399,g30_villain_shonen_009.webp,g30_villain_shonen_009.webp,g30_villain_shonen_009.webp,8bce166a4026a0f3bd58f5ec87e8c67a13ba87ca3a0d513beddcdbbbba95d402,8bce166a4026a0f3bd58f5ec87e8c67a13ba87ca3a0d513beddcdbbbba95d402,2db540416b4bd736,512,512,True,True,True,True,True,False,
g30_villain_shonen_010,Jin Darzi,V6 Genre 30,villain,shonen,kaiju,cosmic_horror,horror,cast/v6/g30_villain_shonen_010.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_villain_shonen_010.webp,GENRE30_CAST_ROSTER.csv sequence 400,400,g30_villain_shonen_010.webp,g30_villain_shonen_010.webp,g30_villain_shonen_010.webp,14063317453f3a00f6e6ad1d34d2b55f1b6bbde1e78732b7e634e54e646ee0ef,14063317453f3a00f6e6ad1d34d2b55f1b6bbde1e78732b7e634e54e646ee0ef,3409784b771ebe50,512,512,True,True,True,True,True,False,
g30_villain_shonen_011,Kael Darzi,V6 Genre 30,villain,shonen,monster_taming,crime,romance,cast/v6/g30_villain_shonen_011.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_villain_shonen_011.webp,GENRE30_CAST_ROSTER.csv sequence 401,401,g30_villain_shonen_011.webp,g30_villain_shonen_011.webp,g30_villain_shonen_011.webp,976d5d14781f3e88ba619937e8d73ddba83426708bc1e360508f0e30f2d9e998,976d5d14781f3e88ba619937e8d73ddba83426708bc1e360508f0e30f2d9e998,3b9494125a6bd38b,512,512,True,True,True,True,True,False,
g30_villain_shonen_012,Kira Darzi,V6 Genre 30,villain,shonen,kaiju,cosmic_horror,romance,cast/v6/g30_villain_shonen_012.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_villain_shonen_012.webp,GENRE30_CAST_ROSTER.csv sequence 402,402,g30_villain_shonen_012.webp,g30_villain_shonen_012.webp,g30_villain_shonen_012.webp,8e2f350f5523906c40cf3e85812c509aadf22b7e3439579ea4140bd08bcc316b,8e2f350f5523906c40cf3e85812c509aadf22b7e3439579ea4140bd08bcc316b,14291e69f04f4e3e,512,512,True,True,True,True,True,False,
g30_villain_shonen_013,Leila Darzi,V6 Genre 30,villain,shonen,monster_taming,crime,sports,cast/v6/g30_villain_shonen_013.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_villain_shonen_013.webp,GENRE30_CAST_ROSTER.csv sequence 403,403,g30_villain_shonen_013.webp,g30_villain_shonen_013.webp,g30_villain_shonen_013.webp,94c0d5a78428895b447ee03a63fe6993adff9db790fedd12b0abae00ae81365a,94c0d5a78428895b447ee03a63fe6993adff9db790fedd12b0abae00ae81365a,2bc0e1255275d9dc,512,512,True,True,True,True,True,False,
g30_villain_shonen_014,Lina Darzi,V6 Genre 30,villain,shonen,kaiju,cosmic_horror,sports,cast/v6/g30_villain_shonen_014.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_villain_shonen_014.webp,GENRE30_CAST_ROSTER.csv sequence 404,404,g30_villain_shonen_014.webp,g30_villain_shonen_014.webp,g30_villain_shonen_014.webp,cab4f7abac1f231bdb31c092a76aaf74df3edf87136b8f5898a9e41761e54a46,cab4f7abac1f231bdb31c092a76aaf74df3edf87136b8f5898a9e41761e54a46,31df4935253525b2,512,512,True,True,True,True,True,False,
g30_villain_shonen_015,Lucan Darzi,V6 Genre 30,villain,shonen,monster_taming,crime,cyber,cast/v6/g30_villain_shonen_015.webp,game_source/art_src/cast_v6_genre30_upload_staging/portraits/g30_villain_shonen_015.webp,GENRE30_CAST_ROSTER.csv sequence 405,405,g30_villain_shonen_015.webp,g30_villain_shonen_015.webp,g30_villain_shonen_015.webp,0e7188030e76cd5e7004ce622005e4547c36c34a41da37ef6c6ffdd0fdb6eca2,0e7188030e76cd5e7004ce622005e4547c36c34a41da37ef6c6ffdd0fdb6eca2,789117198967e64e,512,512,True,True,True,True,True,False,
