sequence,batch_code,sheet_code,sheet_position,character_id,filename_png,name,epithet,role,anime_type,visible_genre_1,visible_genre_2,hidden_genre,staging_filename_webp
446,B05,S45,R2C1,g30_villain_shonen_056,g30_villain_shonen_056.png,Ren Locke,The Cinder Corsair,villain,shonen,cyber,fantasy,arabia,g30_villain_shonen_056.webp
447,B05,S45,R2C2,g30_villain_shonen_057,g30_villain_shonen_057.png,Soraya Mirren,The Ashen Viper,villain,shonen,idol,mystery,arabia,g30_villain_shonen_057.webp
448,B05,S45,R2C3,g30_villain_shonen_058,g30_villain_shonen_058.png,Nadia Crowe,The Cinder Corsair,villain,shonen,comedy,cooking,arabia,g30_villain_shonen_058.webp
449,B05,S45,R2C4,g30_villain_shonen_059,g30_villain_shonen_059.png,Asha Locke,The Ashen Viper,villain,shonen,military,supernatural,arabia,g30_villain_shonen_059.webp
450,B05,S45,R2C5,g30_villain_shonen_060,g30_villain_shonen_060.png,Lio Mirren,The Cinder Corsair,villain,shonen,space,magical,arabia,g30_villain_shonen_060.webp
451,B05,S46,R1C1,g30_villain_shonen_061,g30_villain_shonen_061.png,Kael Crowe,The Ashen Viper,villain,shonen,survival,pirate,arabia,g30_villain_shonen_061.webp
452,B05,S46,R1C2,g30_villain_shonen_062,g30_villain_shonen_062.png,Soren Locke,The Cinder Corsair,villain,shonen,martial,mythology,arabia,g30_villain_shonen_062.webp
453,B05,S46,R1C3,g30_villain_shonen_063,g30_villain_shonen_063.png,Riven Mirren,The Ashen Viper,villain,shonen,nordic,samurai,arabia,g30_villain_shonen_063.webp
454,B05,S46,R1C4,g30_villain_shonen_064,g30_villain_shonen_064.png,Darian Crowe,The Cinder Corsair,villain,shonen,shinobi,vampire,arabia,g30_villain_shonen_064.webp
455,B05,S46,R1C5,g30_villain_shonen_065,g30_villain_shonen_065.png,Yara Locke,The Ashen Viper,villain,shonen,monster_taming,arabia,grimdark,g30_villain_shonen_065.webp
456,B05,S46,R2C1,g30_villain_shojo_001,g30_villain_shojo_001.png,Soraya Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,kaiju,g30_villain_shojo_001.webp
457,B05,S46,R2C2,g30_villain_shojo_002,g30_villain_shojo_002.png,Nadia Crowe,The Dune Hunter,villain,shojo,monster_taming,cosmic_horror,arabia,g30_villain_shojo_002.webp
458,B05,S46,R2C3,g30_villain_shojo_003,g30_villain_shojo_003.png,Asha Locke,The Glass Duelist,villain,shojo,crime,cosmic_horror,mecha,g30_villain_shojo_003.webp
459,B05,S46,R2C4,g30_villain_shojo_004,g30_villain_shojo_004.png,Lio Mirren,The Dune Hunter,villain,shojo,kaiju,arabia,mecha,g30_villain_shojo_004.webp
460,B05,S46,R2C5,g30_villain_shojo_005,g30_villain_shojo_005.png,Kael Crowe,The Glass Duelist,villain,shojo,crime,arabia,isekai,g30_villain_shojo_005.webp
461,B05,S47,R1C1,g30_villain_shojo_006,g30_villain_shojo_006.png,Soren Locke,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,isekai,g30_villain_shojo_006.webp
462,B05,S47,R1C2,g30_villain_shojo_007,g30_villain_shojo_007.png,Riven Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,slice,g30_villain_shojo_007.webp
463,B05,S47,R1C3,g30_villain_shojo_008,g30_villain_shojo_008.png,Darian Crowe,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,slice,g30_villain_shojo_008.webp
464,B05,S47,R1C4,g30_villain_shojo_009,g30_villain_shojo_009.png,Yara Locke,The Glass Duelist,villain,shojo,monster_taming,crime,horror,g30_villain_shojo_009.webp
465,B05,S47,R1C5,g30_villain_shojo_010,g30_villain_shojo_010.png,Selene Mirren,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,horror,g30_villain_shojo_010.webp
466,B05,S47,R2C1,g30_villain_shojo_011,g30_villain_shojo_011.png,Kestrel Crowe,The Glass Duelist,villain,shojo,monster_taming,crime,romance,g30_villain_shojo_011.webp
467,B05,S47,R2C2,g30_villain_shojo_012,g30_villain_shojo_012.png,Jin Locke,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,romance,g30_villain_shojo_012.webp
468,B05,S47,R2C3,g30_villain_shojo_013,g30_villain_shojo_013.png,Aziel Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,sports,g30_villain_shojo_013.webp
469,B05,S47,R2C4,g30_villain_shojo_014,g30_villain_shojo_014.png,Cassian Crowe,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,sports,g30_villain_shojo_014.webp
470,B05,S47,R2C5,g30_villain_shojo_015,g30_villain_shojo_015.png,Ren Locke,The Glass Duelist,villain,shojo,monster_taming,crime,cyber,g30_villain_shojo_015.webp
471,B05,S48,R1C1,g30_villain_shojo_016,g30_villain_shojo_016.png,Soraya Mirren,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,cyber,g30_villain_shojo_016.webp
472,B05,S48,R1C2,g30_villain_shojo_017,g30_villain_shojo_017.png,Nadia Crowe,The Glass Duelist,villain,shojo,monster_taming,crime,fantasy,g30_villain_shojo_017.webp
473,B05,S48,R1C3,g30_villain_shojo_018,g30_villain_shojo_018.png,Asha Locke,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,fantasy,g30_villain_shojo_018.webp
474,B05,S48,R1C4,g30_villain_shojo_019,g30_villain_shojo_019.png,Lio Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,idol,g30_villain_shojo_019.webp
475,B05,S48,R1C5,g30_villain_shojo_020,g30_villain_shojo_020.png,Kael Crowe,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,idol,g30_villain_shojo_020.webp
476,B05,S48,R2C1,g30_villain_shojo_021,g30_villain_shojo_021.png,Soren Locke,The Glass Duelist,villain,shojo,monster_taming,crime,mystery,g30_villain_shojo_021.webp
477,B05,S48,R2C2,g30_villain_shojo_022,g30_villain_shojo_022.png,Riven Mirren,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,mystery,g30_villain_shojo_022.webp
478,B05,S48,R2C3,g30_villain_shojo_023,g30_villain_shojo_023.png,Darian Crowe,The Glass Duelist,villain,shojo,monster_taming,crime,comedy,g30_villain_shojo_023.webp
479,B05,S48,R2C4,g30_villain_shojo_024,g30_villain_shojo_024.png,Yara Locke,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,comedy,g30_villain_shojo_024.webp
480,B05,S48,R2C5,g30_villain_shojo_025,g30_villain_shojo_025.png,Selene Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,cooking,g30_villain_shojo_025.webp
481,B05,S49,R1C1,g30_villain_shojo_026,g30_villain_shojo_026.png,Kestrel Crowe,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,cooking,g30_villain_shojo_026.webp
482,B05,S49,R1C2,g30_villain_shojo_027,g30_villain_shojo_027.png,Jin Locke,The Glass Duelist,villain,shojo,monster_taming,crime,military,g30_villain_shojo_027.webp
483,B05,S49,R1C3,g30_villain_shojo_028,g30_villain_shojo_028.png,Aziel Mirren,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,military,g30_villain_shojo_028.webp
484,B05,S49,R1C4,g30_villain_shojo_029,g30_villain_shojo_029.png,Cassian Crowe,The Glass Duelist,villain,shojo,monster_taming,crime,supernatural,g30_villain_shojo_029.webp
485,B05,S49,R1C5,g30_villain_shojo_030,g30_villain_shojo_030.png,Ren Locke,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,supernatural,g30_villain_shojo_030.webp
486,B05,S49,R2C1,g30_villain_shojo_031,g30_villain_shojo_031.png,Soraya Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,space,g30_villain_shojo_031.webp
487,B05,S49,R2C2,g30_villain_shojo_032,g30_villain_shojo_032.png,Nadia Crowe,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,space,g30_villain_shojo_032.webp
488,B05,S49,R2C3,g30_villain_shojo_033,g30_villain_shojo_033.png,Asha Locke,The Glass Duelist,villain,shojo,monster_taming,crime,magical,g30_villain_shojo_033.webp
489,B05,S49,R2C4,g30_villain_shojo_034,g30_villain_shojo_034.png,Lio Mirren,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,magical,g30_villain_shojo_034.webp
490,B05,S49,R2C5,g30_villain_shojo_035,g30_villain_shojo_035.png,Kael Crowe,The Glass Duelist,villain,shojo,monster_taming,crime,survival,g30_villain_shojo_035.webp
491,B05,S50,R1C1,g30_villain_shojo_036,g30_villain_shojo_036.png,Soren Locke,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,survival,g30_villain_shojo_036.webp
492,B05,S50,R1C2,g30_villain_shojo_037,g30_villain_shojo_037.png,Riven Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,pirate,g30_villain_shojo_037.webp
493,B05,S50,R1C3,g30_villain_shojo_038,g30_villain_shojo_038.png,Darian Crowe,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,pirate,g30_villain_shojo_038.webp
494,B05,S50,R1C4,g30_villain_shojo_039,g30_villain_shojo_039.png,Yara Locke,The Glass Duelist,villain,shojo,monster_taming,crime,martial,g30_villain_shojo_039.webp
495,B05,S50,R1C5,g30_villain_shojo_040,g30_villain_shojo_040.png,Selene Mirren,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,martial,g30_villain_shojo_040.webp
496,B05,S50,R2C1,g30_villain_shojo_041,g30_villain_shojo_041.png,Kestrel Crowe,The Glass Duelist,villain,shojo,monster_taming,crime,mythology,g30_villain_shojo_041.webp
497,B05,S50,R2C2,g30_villain_shojo_042,g30_villain_shojo_042.png,Jin Locke,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,mythology,g30_villain_shojo_042.webp
498,B05,S50,R2C3,g30_villain_shojo_043,g30_villain_shojo_043.png,Aziel Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,nordic,g30_villain_shojo_043.webp
499,B05,S50,R2C4,g30_villain_shojo_044,g30_villain_shojo_044.png,Cassian Crowe,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,nordic,g30_villain_shojo_044.webp
500,B05,S50,R2C5,g30_villain_shojo_045,g30_villain_shojo_045.png,Ren Locke,The Glass Duelist,villain,shojo,monster_taming,crime,samurai,g30_villain_shojo_045.webp
501,B06,S51,R1C1,g30_villain_shojo_046,g30_villain_shojo_046.png,Soraya Mirren,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,samurai,g30_villain_shojo_046.webp
502,B06,S51,R1C2,g30_villain_shojo_047,g30_villain_shojo_047.png,Nadia Crowe,The Glass Duelist,villain,shojo,monster_taming,crime,shinobi,g30_villain_shojo_047.webp
503,B06,S51,R1C3,g30_villain_shojo_048,g30_villain_shojo_048.png,Asha Locke,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,shinobi,g30_villain_shojo_048.webp
504,B06,S51,R1C4,g30_villain_shojo_049,g30_villain_shojo_049.png,Lio Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,vampire,g30_villain_shojo_049.webp
505,B06,S51,R1C5,g30_villain_shojo_050,g30_villain_shojo_050.png,Kael Crowe,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,vampire,g30_villain_shojo_050.webp
506,B06,S51,R2C1,g30_villain_shojo_051,g30_villain_shojo_051.png,Soren Locke,The Glass Duelist,villain,shojo,monster_taming,crime,grimdark,g30_villain_shojo_051.webp
507,B06,S51,R2C2,g30_villain_shojo_052,g30_villain_shojo_052.png,Riven Mirren,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,grimdark,g30_villain_shojo_052.webp
508,B06,S51,R2C3,g30_villain_shojo_053,g30_villain_shojo_053.png,Darian Crowe,The Glass Duelist,villain,shojo,mecha,isekai,monster_taming,g30_villain_shojo_053.webp
509,B06,S51,R2C4,g30_villain_shojo_054,g30_villain_shojo_054.png,Yara Locke,The Dune Hunter,villain,shojo,slice,horror,arabia,g30_villain_shojo_054.webp
510,B06,S51,R2C5,g30_villain_shojo_055,g30_villain_shojo_055.png,Selene Mirren,The Glass Duelist,villain,shojo,romance,sports,arabia,g30_villain_shojo_055.webp
511,B06,S52,R1C1,g30_villain_shojo_056,g30_villain_shojo_056.png,Kestrel Crowe,The Dune Hunter,villain,shojo,cyber,fantasy,arabia,g30_villain_shojo_056.webp
512,B06,S52,R1C2,g30_villain_shojo_057,g30_villain_shojo_057.png,Jin Locke,The Glass Duelist,villain,shojo,idol,mystery,arabia,g30_villain_shojo_057.webp
513,B06,S52,R1C3,g30_villain_shojo_058,g30_villain_shojo_058.png,Aziel Mirren,The Dune Hunter,villain,shojo,comedy,cooking,arabia,g30_villain_shojo_058.webp
514,B06,S52,R1C4,g30_villain_shojo_059,g30_villain_shojo_059.png,Cassian Crowe,The Glass Duelist,villain,shojo,military,supernatural,arabia,g30_villain_shojo_059.webp
515,B06,S52,R1C5,g30_villain_shojo_060,g30_villain_shojo_060.png,Ren Locke,The Dune Hunter,villain,shojo,space,magical,arabia,g30_villain_shojo_060.webp
516,B06,S52,R2C1,g30_villain_shojo_061,g30_villain_shojo_061.png,Soraya Mirren,The Glass Duelist,villain,shojo,survival,pirate,arabia,g30_villain_shojo_061.webp
517,B06,S52,R2C2,g30_villain_shojo_062,g30_villain_shojo_062.png,Nadia Crowe,The Dune Hunter,villain,shojo,martial,mythology,arabia,g30_villain_shojo_062.webp
518,B06,S52,R2C3,g30_villain_shojo_063,g30_villain_shojo_063.png,Asha Locke,The Glass Duelist,villain,shojo,nordic,samurai,arabia,g30_villain_shojo_063.webp
519,B06,S52,R2C4,g30_villain_shojo_064,g30_villain_shojo_064.png,Lio Mirren,The Dune Hunter,villain,shojo,shinobi,vampire,arabia,g30_villain_shojo_064.webp
520,B06,S52,R2C5,g30_villain_shojo_065,g30_villain_shojo_065.png,Kael Crowe,The Glass Duelist,villain,shojo,monster_taming,arabia,grimdark,g30_villain_shojo_065.webp
